FALSE,Holiday Inn Singapore Orchard City Centre,1.30177,103.84157,$3 for 1st hr; $1.50 for sub. ½ hr,$3 for 1st hr; $1.50 for sub. ½ hr,Same as wkdays,Same as wkdays,3,,3,,3,,END
FALSE,Inter-continental Hotel,1.29708,103.85576,8am-5pm: $1.07 for 1st hr; $0.37 for sub. 10mins (Car park at Parco Bugis Junction),Mon-Thu: Aft 5pm: $2.50 per entry. Fri: $2.50 for 1st 2hrs; $0.25 for sub. 10 mins,$2.50 for 1st 2hrs; $0.25 for sub. 10 mins,Same as Saturday,,0800-1700: 1.07; 1701-0759: 2.5,2.5,,2.5,,END
FALSE,klapsons- The Boutique Hotel,1.27408,103.8422,6.30am to 6.30pm - first 3 hours at $3.00 and subsequent half an hour at $1.50,6.30pm to 6.30am - $ 4.00 flat,After 2pm - $4.00 flat,$4.00 flat,,0630-1830: 3; 1831 to 0629: 4,,1400-2359: 4,4,,END
FALSE,Landmark Village Hotel (Formally Golden Landmark Hotel),1.30225,103.85817,8am-5pm: $1.90 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $2.14 per entry,Same as wkdays,$2.14 per entry,,0800-1700: 1.9; 1701-0759: 2.14,,0800-1700: 1.9; 1701-0759: 2.14,2.14,,END
FALSE,M Hotel,1.27462,103.84547,7am-6pm: $1.50 per ½ hr,Aft 6pm: $3 per entry,Charges same as wkdays. but $3 per entry after 1pm,$3 per entry,,0700-1800: 1.5; 1801-0659: 3,,0700-1300: 1.5; 1301-0659: 3,3,,END
FALSE,Mandarin Orchard Singapore,1.30356,103.8348,7am-6pm: $3.50 for 1st hr; $1.20 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,,0700-1800: 3.5; 1801-0659: 6,,0700-1800: 3.5; 1801-0659: 6,,0700-1800: 3.5; 1801-0659: 6,END
FALSE,Mandarin Oriental Hotel,1.29021,103.85951,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,Fri/Sat-Sun/PH: 7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,,0700-1700: 2.2; 1701-0200: 2.20; 0201-0659: 1.1,,0700-0200: 2.4; 0201-0659: 2.2,,0700-0200: 2.4; 0201-0659: 2.2,END
FALSE,Marina Bay Sands,1.28099,103.8584,7am-7pm: $6 for 1st hr; $1 for sub. hr; (Capped at $26 every 24hrs),Aft 7pm: $6 per entry,Same as wkdays,Same as wkdays,,0700-1900: 6; 1901-0659: 6,,0700-1900: 6; 1901-0659: 6,,0700-1900: 6; 1901-0659: 6,END
FALSE,Marina Mandarin Hotel,1.29303,103.860268,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr for sub. ½ hr,Fri-Sun/PH: 7am-2am :$2.40 for 1st 2hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr for sub. ½ hr,Same as Saturday,,0700-1700: 2.2; 1701-0159: 2.2; 0200-0659: 2.2,,0700-0159: 2.4; 0200-0659: 1.1,,0700-0159: 2.4; 0200-0659: 1.1,END
FALSE,Novotel Clarke Quay,1.29206,103.84498,7am-5pm: $1.07 per hr,Aft 5pm: $3.21 per entry,7am-1pm: $1.07 per hr; Aft 1pm: $3.21 per entry,$3.21 per entry,,0700-1700: 1.07; 1701-0659: 3.21,,0700-1300: 1.07; 1301-0659: 3.21,3.21,$3.21 per entry,END
FALSE,One Fullerton,1.28604,103.85359,7am-6pm: $2.50 per ½ hr,After 6pm: $5 per entry,$5 per entry,$5 per entry,,0700-1800: 5; 1801-0659: 5,5,,5,,END
FALSE,Orchard Grand Court Hotel,1.29751,103.83821,7am-5pm: $2.50 per hr,Aft 5pm: $3 per entry,Same as wkdays,$3 per entry,,0700-1700: 2.5; 1701-0659: 3,,0700-1700: 2.5; 1701-0659: 3,3,,END
FALSE,Orchard Hotel Shopping Arcade,1.30356,103.8348,7am-6pm: $5 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5 per entry,,0700-1800: 5; 1801-0659: 5.5,,0700-1800: 5; 1801-0659: 5.5,5,,END
FALSE,Orchard Parade Hotel,1.30603,103.82673,7am-5pm: $4 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $4 per entry,Same as wkdays,$4 per entry,4,,4,,4,,END
FALSE,Pan Pacific Hotel,1.29212,103.85916,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,Fri/Sat-Sun/PH: 7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,,0700-1700: 2.2; 1701-0159: 2.2; 0200-0659: 1.1,,0700-0159: 2.4; 0200-0659: 1.1,,0700-0159: 2.4; 0200-0659: 1.1,END
FALSE,Pan Pacific Orchard,1.30742,103.82907,7am-5pm: $4 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $4 per entry,Same as wkdays,$4 per entry,,0700-1659: 4; 1700-0659: 4,,0700-1659: 4; 1700-0659: 4,4,,END
FALSE,Paramount Hotel,1.30306,103.903214,8am-5pm: $0.60 per ½ hr,Aft 5pm: $2.50 per entry,Same as wkdays,$2.50 per entry,,0800-1659: 1.2; 1700-0759: 2.5,,0800-1659: 1.2; 1700-0759: 2.5,2.5,,END
FALSE,PARKROYAL on Beach Road,1.30203,103.862991,7am-5pm: Multi Storey Carpark - $2.50 for 1st hr; $1.50 for sub. ½ hr. Hotel Driveway - $6 for 1st hr; $2 for sub. ½ hr.,Aft 5pm: Multi Storey Carpark - $2.50 per entry. Hotel Driveway - $6 per entry.,Charges same as wkdays but $2.50 per entry (Multi-Storey Carpark) & $6 per entry (Hotel Driveway) after 1pm.,Multi-Storey Carpark - $2.50 per entry. Hotel Driveway - $6 per entry.,,0700-1659: 2.5; 1700-0659: 2.5,,0700-1259: 2.5; 1300-0659: 2.5,2.5,,END
FALSE,Peninsula Excelsior Hotel,1.29179,103.850952,8am-5pm: $2.60 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $4 per entry,Same as wkdays,8am-5pm: $1.50 per hr; Aft 5pm: $4 per entry,,0800-1659: 2.60; 1700-0759: 4,,0800-1659: 2.60; 1700-0759: 4,,0800-1659: 1.5; 1700-0759: 4,END
FALSE,Raffles Hotel,1.29616,103.85646,12am-6pm: $3 for 1st ½ hr; $1.50 for sub. ½ hr,6pm-12am: $6 per entry,Same as wkdays,$6 per entry,,0000-1759: 6; 1800-2359: 6,,0000-1759: 6; 1800-2359: 6,6,,END
FALSE,Ramada Hotel,1.3277,103.846771,6am-6pm: $1.60 per hr,Aft 6pm: $2.20 per entry,Same as wkdays,Same as wkdays,,0600-1759: 1.6; 1800-0559: 2.2,,0600-1759: 1.6; 1800-0559: 2.2,,0600-1759: 1.6; 1800-0559: 2.2,END
FALSE,Regent Hotel,1.30505,103.82633,7am-6pm: $5 for 1st hr; $2.50 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,,0700-1759: 5; 1800-0659: 6,,0700-1759: 5; 1800-0659: 6,,0700-1759: 5; 1800-0659: 6,END
FALSE,Rendezvous Hotel,1.29729,103.85035,Daily: $3.20 for 1st 2hrs; $1.60 for sub. hr,-,-,-,3.2,,3.2,,3.2,,END
FALSE,Royal Plaza On Scotts,1.3073,103.83328,8am-6pm: $4 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5.50 per entry,,0800-1759: 4; 1800-0759: 5.5,,0800-1759: 4; 1800-0759: 5.5,5.5,,END
FALSE,Shangri-la Hotel,1.311,103.8263,7am-5pm: $6 for 1st hr; $2 for sub. ½ hr,Aft 5pm: $8 per entry,Same as wkdays,Same as wkdays,,0700-1659: 6; 1700-0659: 8 ,,0700-1659: 6; 1700-0659: 8 ,,0700-1659: 6; 1700-0659: 8 ,END
FALSE,Sheraton Towers Hotel,1.31074,103.83579,7am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,$6 per entry,,0700-1759: 4; 1800-0659: 6,,0700-1759: 4; 1800-0659: 6,6,,END
FALSE,Singapore Marriott Hotel,1.30537,103.83316,6am-6pm: $0.05 per min/$3 per hr,Aft 6pm: $0.05 per min/$3 per hr,Same as wkdays,Same as wkdays,3,,3,,3,,END
FALSE,Swissotel Merchant Court Hotel,1.284,103.842567,Daily: $4.50 for 1st hr; $1.50 for sub. ½ hr,-,-,-,4.5,,4.5,,4.5,,END
FALSE,Swissotel Stamford Hotel,1.29453,103.85391,8am-5pm: $2 for 1st hr; $0.50 for sub. 15mins (Car park at Raffles City Shopping Centre),Aft 5pm: $2.50 per entry,$2 for 1st 2hrs; $0.30 for sub. 15mins,Same as Saturday,,0800-1659: 2; 1700-0759: 2.5,2,,2,,END
FALSE,The Ritz Carlton- Millenia Singapore,1.29021,103.85951,7am-6pm: $3.30 for 1st hr; $1.10 for sub.½ hr,Aft 6pm: $2.20 per entry,$2.20 for 1st 2hrs; $1.10 for sub. hr,Same as Saturday,,0700-1759: 3.3; 1800-0659: 2.2,2.2,,2.2,,END
FALSE,Traders Hotel,1.30419,103.82372,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,Aft 5pm: $3.50 per entry,Charges same as wkdays. but $3.50 per entry after 1pm,$3.50 per entry,,0600-1659: 2.4; 1700-0559: 3.5,,0600-1259: 2.4; 1300-0559: 3.5,3.5,,END
FALSE,York Hotel,1.30615,103.83597,8.01am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,,0801-1759: 4; 1700-0800: 5,,0801-1759: 4; 1700-0800: 5,5,,END
FALSE,313@Somerset,1.30054,103.83812,$2 for 1st hr; $1 for sub. ½ hr,Aft 6pm: $4.50 for 1st 3hrs; $1.50 for sub. ½ hr,Same as weekdays,$4.50 for 1st 3hrs; $1.50 for sub ½ hr,,0000-1759: 2; 1800-2359: 4.5,,0000-1759: 2; 1800-2359: 4.5,4.5,,END
FALSE,Angullia Park Off-Street,1.28944,103.84998,$1.00 /30 mins (Per Minute Charging),$0.50 /30 mins (Per Minute Charging),0700-1700 : $1.00 per 30 mins; 1700-0700: $0.50 per 30 mins (Per Minute Charging),$0.50 /30 mins (Per Minute Charging),1,,1,,1,,END
FALSE,Atrium @ Orchard,1.29888,103.84646,Mon-Thurs: 12am-5.59pm: $1.07 for 1st hr; $0.32 for sub. 15mins; Fri & Eve of PH: $1.07 for 1st hr; $0.32 for sub. 15mins,Mon-Thurs: 6pm-11.59pm: $2.14 per entry; Fri & Eve of PH: 6pm-2.59am (the next day): $2.14 per entry,3am-5.59pm: $2.14 for 1st 2 hrs; $0.32 for sub. 15mins; Aft 6pm: $2.14 per entry,3am-5.59pm: $2.14 for 1st 2hrs; $0.32 for sub. 15mins.  6pm-11.59pm: $2.14 per entry,,0000-1759: 1.07; 1800-2359: 2.14,,0300-1759: 2.14; 1800-0259: 2.14,,0300-1759: 2.14; 1800-2359: 2.14,END
FALSE,Cathay Cineleisure Orchard,1.3014,103.836922,From 7am: $2.40 for 1st hr; $1.40 for sub. ½ hr,Aft 6pm: $4.50 for 1st 3hrs; $1.60 for sub.½ hr,From 7am: $4.50 for 1st 3hrs; $1.60 for sub. ½ hr,Same as Saturday,,0700-1759: 2.4; 1800-0659: 4.5,,0700-2359: 4.5,1.60 f,0700-2359: 4.5,END
FALSE,ComCentre (Exeter Rd),1.29941,103.83877,7am-6pm: $3 for 1st hr; $1.50 for sub. ½ hr,6pm-6.59am: $3.50 per entry,7am-12.59pm: $3 for 1st hr; $1.50 for sub. ½ hr.  1pm-10pm: $3 for 1st 2hr; $1.20 for sub. ½ hr.,7am-10pm: $3 for 1st 2 hr; $1.20 for sub. ½ hr,,0700-1759: 3; 1800-0659: 3.5,,0700-1259: 3; 1300-2200 1pm-10pm: 3,3,,END
FALSE,Concorde Hotel,1.30103,103.842133,7am-6pm: $2.14 for 1st hr; $1.39 for sub. ½ hr,Aft 6pm: $3.75 per entry,Same as wkdays,$3.75 per entry,,0700-1759: 2.14; 1800-0659: 3.75,,0700-1759: 2.14; 1800-0659: 3.75,3.7,,END
FALSE,Delfi Orchard,1.30356,103.8348,8am-5pm: $3 for 1st hr; $1.93 for sub. ½ hr,5pm-11pm: $4.07 per entry (Car park closed at 11pm daily),Same as wkdays,8am-11pm: $4.07 per entry,,0800-1659: 3; 1700-2300: 4.07,,0800-1659: 3; 1700-2300: 4.07,,0800-2300: 4.07,END
FALSE,Elizabeth Hotel,1.30615,103.835968,7am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,,0700-1759: 4; 1800-0659: 5,,0700-1759: 4; 1800-0659: 5,5,,END
FALSE,Far East Plaza,1.30685,103.833321,8am-5pm: $2.14 for 1st hr; $1.07 for sub. ½ hr.,Aft 5pm: $3.53 per entry.,Same as wkdays,$3.53 per entry.,,0800-1659: 2.14; 1700-0759: 3.53,,0800-1659: 2.14; 1700-0759: 3.53,3.53,,END
FALSE,Far East Shopping Centre,1.30356,103.834801,8am-5pm: $2.57 per hr; $1.28 for sub. ½hr.,5pm-12am: $3.75 per entry; 12am-8am the following day: $3.75 per entry,Same as wkdays,8am-12am: $3.75 per entry; 12am-8am the folowing day : $3.75 per entry,,0800-1659: 2.57; 1700-2359: 3.75; 0000-0759: 3.75,,0800-1659: 2.57; 1700-2359: 3.75; 0000-0759: 3.75,3.75,,END
FALSE,Forum The Shopping Mall,1.30356,103.834801,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,Aft 5pm: $3.20 per entry,6am-5pm: $2.60 for 1st hr; $1.40 for sub. ½ hr. Aft 5pm: $3.20 per entry,$3.20 per entry,,0600-1659: 2.4; 1700-0559: 3.2,,6am-5pm: $2.60 for 1st hr; $1.40 for sub. � hr. Aft 5pm: $3.20 per entry,3.2,,END
FALSE,Four Seasons Hotel,1.30484,103.828949,6am-5pm: $6 for 1st hr; $3 for sub. ½ hr,Aft 5pm: $6 per entry,Same as wkdays,Same as wkdays,,0600-1659: 6; 1700-0559: 6,,0600-1659: 6; 1700-0559: 6,6 per ent,0600-1659: 6; 1700-0559: 6,END
FALSE,Goodwood Park Hotel,1.3073,103.833282,8am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,,0800-1759: 4; 1800-0759: 5,,0800-1759: 4; 1800-0759: 5,5,,END
FALSE,Grand Hyatt Singapore,1.3073,103.833282,4am-4.59pm: $3.21 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $5.35 per entry,Same as wkdays,4am-3.59am: $5.35 per entry,,0400-1659: 3.21; 1700-0359: 5.35,,0400-1659: 3.21; 1700-0359: 5.35,5.35,,END
FALSE,Grand Park Orchard,1.30348,103.836761,8am-5pm: $3.50 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $5 per entry,Same as wkdays,Same as wkdays,,0800-1659: 3.5; 1700-0759: 5,,0800-1659: 3.5; 1700-0759: 5,,0800-1659: 3.5; 1700-0759: 5,END
FALSE,Grange Road Off-Street,1.28944,103.84998,$1.00 /30 Mins (Per Minute Charging),$0.50 /30 mins (Per Minute Charging),0700-1700: $1.00 / per 30 mins. 1700-0700: $0.50 / per 30 mins (Per Minute Charging),$0.50 / 30 Mins. (Per Minute Charging),2,,,0700-1659: 2; 1700-0659: 1,1,,END
FALSE,Hilton Hotel,1.30356,103.834801,$7 per hr.,Aft 6pm: $7 per entry,Same as wkdays,Same as wkdays,7,,7,,7,,END
FALSE,Holiday Inn Express Singapore,1.30348,103.836761,$3 per ½ hr.,$3 per ½ hr.,Same as wkdays,Same as wkdays,6,,6,,6,,END
FALSE,Holiday Inn Singapore Orchard City Centre,1.30177,103.841568,$3 for 1st hr; $1.50 for sub. ½ hr,$3 for 1st hr; $1.50 for sub. ½ hr,Same as wkdays,Same as wkdays,3,,3,,3,,END
FALSE,International Building,1.30177,103.8348,Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,C,,C,,C,,END
FALSE,ION Orchard,1.30285,103.833427,Mon-Thu: 8am-4.59pm: $2.67 for 1st hr; $0.64 for sub. 15 mins,Mon-Thu: 5pm-11.59pm: $3 per entry. 12am-7.59am $1.07 per hr,Fri/Sat-Sun/PH: 8am-4.59pm: $2.56 for 1st hr; $0.94 for sub. 15 mins. 5-11.59pm: $3.74 per entry. 12am-7.59am $1.07 per hour,Same as Saturday,,0800-1659: 2.67; 1700-2359: 3; 0000-0759: 1.07,,0800-1659: 2.56; 1700-2359: 3.74; 0000-0759: 1.07,,0800-1659: 2.56; 1700-2359: 3.74; 0000-0759: 1.07,END
FALSE,Liat Towers,1.30356,103.8348,7am-6pm: $2.50 for 1st hr; $1.30 for sub. ½ hr,6pm-12am: $3.50 per entry,Same as wkdays,Same as wkdays,,0700-1759: 2.5; 1800-2359: 3.5,,0700-1759: 2.5; 1800-2359: 3.5,,0700-1759: 2.5; 1800-2359: 3.5,END
FALSE,Lucky Plaza,1.3073,103.833282,7am-4.59pm: $1.93 for 1st hr; $1.28 for sub. ½ hr,Aft 5pm: $3.38 per entry,Same as wkdays,Sun: 7am-9.59pm: $1.93 for 1st hr; $1.28 for sub. ½ hr; 10pm-6.59am: $3.38 per entry. PH: $4 per entry (Does not applies if PH falls on Sun),,0700-1659: 1.93; 1700-0659: 3.38,,0700-1659: 1.93; 1700-0659: 3.38,,0700-0959: 1.93; 1000-1859: 3.38,END
FALSE,Mandarin Gallery,1.30356,103.8348,6am-6pm: $3.50 for 1st hr; $0.05 per min,6pm-6am: $3.50 for 1st hr; $0.03 per min,Same as wkdays,Same as wkdays,,0600-1759: 3.5; 1800-0559: 3.5,,0600-1759: 3.5; 1800-0559: 3.5,,0600-1759: 3.5; 1800-0559: 3.5,END
FALSE,Meritus Mandarin Singapore,1.30356,103.834801,6am-6pm: $3.50 for 1st hr; $1.30 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,,0600-1759: 3.5; 1800-0559: 6,,0600-1759: 3.5; 1800-0559: 6,,0600-1759: 3.5; 1800-0559: 6,END
FALSE,Ngee Ann City,1.30356,103.8348,12.01am-12pm. 2.01pm-5pm: $1.28 for ½ hr . 12.01pm-2pm: $1.82 for ½ hr,5.01pm-7pm:$1.82 for ½ hr; Aft 7pm: $4.28 per entry,12.01am-12pm. 2.01pm-5pm: $2.57 for 1st hr; $1.61 for sub. ½ hr. 12.01pm-2pm. 5.01pm-7pm: $3.64 for 1st hr; $2.14 for sub. ½ hr. Aft 7pm: $4.28 per entry,Same as Saturday,,0001-1200: 1.28; 1201-1400: 1.82; 1401-1700: 1.28; 1701-1900: 1.82; 1901-0000: 4.28,,0001-1200: 2.57; 1201-1400: 3.64; 1401-1700: 2.57; 1701-1900: 3.64; 1901-0000: 4.28 ,,0001-1200: 2.57; 1201-1400: 3.64; 1401-1700: 2.57; 1701-1900: 3.64; 1901-0000: 4.28 ,END
FALSE,OG Orchard Point,1.30147,103.84083,7am-10.59pm:$2 for 1st hr or part thereof; $1.50 per sub. ½ hr or part thereof.,11pm-6.59am: $2 per ½ hr or part thereof.,Same as wkdays,Same as wkdays,,0700-2259:  2; 2300-0659: 4 ,,0700-2259:  2; 2300-0659: 4 ,,0700-2259:  2; 2300-0659: 4 ,END
FALSE,Orchard Building,1.30079,103.83505,7am-5pm: $2.20 for 1st hr; $1.20 for sub. ½ hr (Car park closed at 1am daily ),5pm-1am: $3.60 per entry,Same as wkdays,7am-5pm: $3.60 for 1st 3hrs; $1.20 for sub. ½ hr; 5pm-1am: $3.60 per entry,,0700-1659: 2.2; 1700-0059: 3.6,,0700-1659: 2.2; 1700-0059: 3.6,,0700-1659: 3.6; 1700-0059: 3.6,END
FALSE,Orchard Central,1.30356,103.8348,2am-6pm: $2 for 1st hr; $1 for sub. ½ hr,6pm-2am: $4.50 for 1st 3hrs; $1.50 for sub. ½ hr,Same as wkdays,2am-2am: $4.50 for 1st 3hrs; $1.50 for sub. ½ hr,,0200-1759: 2; 1800-0159: 4.5,,0200-1759: 2; 1800-0159: 4.5,4.5,,END
FALSE,Orchard Hotel Shopping Arcade,1.30356,103.834801,7am-6pm: $5 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5 per entry,,0700-1759: 5; 1800-0659: 5.5,,0700-1759: 5; 1800-0659: 5.5,5,,END
FALSE,Orchard Parade Hotel,1.30603,103.826729,$4 for 1st hr; $1.50 for sub. ½ hr,$4 for 1st hr; $1.50 for sub. ½ hr,Same as wkdays,Same as wkdays,4,,4,,4,,END
FALSE,Orchard Plaza,1.30356,103.834801,7am-5pm: $1.39 for ½ hr,Aft 5pm: $3.85 per entry for 1st 3 hrs; $1.39 for sub. ½ hr,Same as wkdays,Same as wkdays,,0700-1659: 1.39; 1700-0659: 3.85,,0700-1659: 1.39; 1700-0659: 3.85,,0700-1659: 1.39; 1700-0659: 3.85,END
FALSE,Orchard Towers,1.3072,103.8295,7am-5.59pm: $5 per hr,6pm-1.59am: $9 per entry. After 2am: $9 per entry,Same as wkdays,7am-1.59pm: $9 per entry. 2am-6.59pm: $9 per entry,,0700-1759: 5; 1800-0159: 9; 0200-0659: 9,,0700-1759: 5; 1800-0159: 9; 0200-0659: 9,9,,END
FALSE,orchardgateway,1.3005,103.838287,12am-5.59pm: $3 for 1st 1½ hrs or part thereof; $1.50 for sub. ½ hr or part thereof.,6pm-11.59pm: $4.80 1st 2½ hrs or part thereof; $1.80 for sub. ½ hr or part thereof.,$4.80 1st 2½ hrs or part thereof; $1.80 for sub. ½ hr or part thereof.,Same as Saturday,,0000-1759: 3; 1800-2359: 4.8,4.8,,4.8,,END
FALSE,Pacific Plaza,1.3073,103.83328,8am-6pm: $1.50 per ½ hr,Aft 6pm: $3 for 1st 2hrs; $1 for sub. ½ hr,Same as wkdays,Same as wkdays,,0800-1759: 1.5; 1800-0759: 3,,0800-1759: 1.5; 1800-0759: 3,,0800-1759: 1.5; 1800-0759: 3,END
FALSE,Palais Renaissance,1.30356,103.8348,7am-5pm: $2.80 for 1st hr; $1.60 for sub. ½ hr,5pm-1am: $3.80 per entry; Aft 1am: $1.50 per hr,Same as wkdays,7am-1am: $3.80 per 4-hourly; 1am-7am: $1.50 per hr,,0700-1659: 2.8; 1700-0059: 3.8; 0100-0659: 1.5,,0700-1659: 2.8; 1700-0059: 3.8; 0100-0659: 1.5,,0700-0059: 3.8; 0100-0659: 1.5,END
FALSE,Pan Pacific Orchard,1.30742,103.829071,7am-5pm: $5 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $5 per entry,Same as wkdays,$5 per entry,,0700-1659: 5; 1700-0659: 5,,0700-1659: 5; 1700-0659: 5,5,,END
FALSE,Paragon Shopping Centre,1.30356,103.834801,3am-5.59pm: $2.58 for 1st hr; $1.48 for sub. ½ hr. Daily $2 surcharge from 9am-9pm.  Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily.,Aft 6pm: $3.48 per entry. Daily $2 surcharge from 9am-9pm.,Same as wkdays,3am-5.59pm: $3.48 for 1st 2hrs; $0.05 for sub. mins. Aft 6pm: $3.48 per entry. Daily $2 surcharge from 9am-9pm.  Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily.,,0800-1759: 2.58; 1800-0759: 3.48,,0800-1759: 2.58; 1800-0759: 3.48,,0300-1759: 3.48; 1800-0259: 3.48,END
FALSE,Penang Road Off-Street,1.28944,103.84998,$1.00 / 30 mins (Per Minute Charging),$0.50 / 30 mins (Per Minute Charging),0700-1700 : $1.00 / per 30 mins. 1700-0700: $0.50 / per 30 mins (Per Minute Charging),$0.50 / 30 mins (Per Minute Charging),1,,1,,1,,END
FALSE,Plaza Singapura,1.30042,103.8452,Mon-Thu:$1.07 for 1st hr; $0.32 for sub. 15mins.  Fri & Eve of PH: $2.14 for 1st 2 hr; $0.32 for sub. 15mins.,Mon-Thu: 6pm-11.59pm: $2.14 per entry; Fri & Eve of PH: 6pm-2.59am: $2.14 per entry,3am-5.59pm: $2.14 for 1st 2hrs; $0.32 for sub. 15mins; Aft 6pm: $2.14 per entry,3am-5.59pm: $2.14 for 1st 2hrs; $0.32 for sub. 15mins. 6pm-11.59pm: $2.14 per entry,, 0000-1759: 1.07; 1800-2359: 2.14,,0300-1759: 2.14; 1800-0259: 2.14,,0300-1759: 2.14; 1800-2359: 2.14,END
FALSE,Regent Hotel,1.30505,103.826332,7am-6pm: $5 for 1st hr; $2.50 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,,0700-1759: 5; 1800-0659: 6,,0700-1759: 5; 1800-0659: 6,,0700-1759: 5; 1800-0659: 6,END
FALSE,Royal Plaza On Scotts,1.3073,103.833282,8am-6pm: $4 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5.50 per entry,,0800-1759: 4; 1800-0759: 5.5,,0800-1759: 4; 1800-0759: 5.5,5.5,,END
FALSE,Scape,1.28944,103.84998,7am-4.59pm: $1.95 per hr,5pm-6.59am: $4.90 for 1st 3hrs; $1.95 for sub. hr,All day: $1.95 per hr or part thereof.,7am-4.59pm: $1.95 per hr. 5pm-6.59am: $4.90 for 1st 3hrs; $1.95 for sub. hr.,,0700-1659: 1.95; 1700-0659: 4.9,1.95,,,0700-1659: 1.95; 1700-0659: 4.9,END
FALSE,Shangri-la Hotel,1.311,103.826302,7am-5pm: $6 for 1st hr; $2 for sub. ½ hr,Aft 5pm: $8 per entry,Same as wkdays,Same as wkdays,,0700-1659: 6; 1700-0659: 8,,0700-1659: 6; 1700-0659: 8,,0700-1659: 6; 1700-0659: 8,END
FALSE,Shaw Centre,1.3073,103.83328,3.01am-6pm: $2 for 1st hr; $1.50 for sub. ½ hr,6.01pm-3.01am: $4 per entry,Same as wkdays,Same as wkdays,,0301-1800: 2; 1801-0300: 4,,0301-1800: 2; 1801-0300: 4,,0301-1800: 2; 1801-0300: 4,END
FALSE,Shaw House,1.30356,103.8348,3.01am-6pm: $2 for 1st hr; $1.50 for sub. ½ hr,6.01pm-3.01am: $4 per entry,Same as wkdays,Same as wkdays,,0301-1800: 2; 1801-0300: 4 ,,0301-1800: 2; 1801-0300: 4 ,,0301-1800: 2; 1801-0300: 4 ,END
FALSE,Sheraton Towers Singapore,1.31074,103.835793,7am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,$6 per entry,,0700-1759: 4; 1800-0659: 6,,0700-1759: 4; 1800-0659: 6,6,0700-1759: 4; 1800-0659: 6,END
FALSE,Singapore Marriott Hotel,1.30537,103.83316,6am-6pm: $0.05 per min/$3 per hr,Aft 6pm: $0.05 per min,Same as wkdays,Same as wkdays,3,,3,,3,,END
